Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,condition,direction
gs_ind_0,Cytoplasmic Translational Initiation (GO:0002183),1/22,0.08410729515119537,0.20641370286532743,17.597603946441154,43.565718888409094,EIF4A2,Stim8hr,negative
gs_ind_0,Phospholipid Biosynthetic Process (GO:0008654),1/24,0.09140027649684704,0.20694419374560624,16.097356544165056,38.51303459789599,AGPAT5,Stim8hr,negative
gs_ind_0,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),1/24,0.09140027649684704,0.20694419374560624,16.097356544165056,38.51303459789599,HSPA9,Stim8hr,negative
gs_ind_0,Positive Regulation Of DNA Binding (GO:0043388),1/25,0.09502539508726818,0.20694419374560624,15.439084724799011,36.337601280879724,H1-0,Stim8hr,negative
gs_ind_0,Positive Regulation Of Protein Import Into Nucleus (GO:0042307),1/24,0.09140027649684704,0.20694419374560624,16.097356544165056,38.51303459789599,UBR5,Stim8hr,negative
gs_ind_0,Protein Export From Nucleus (GO:0006611),1/25,0.09502539508726818,0.20694419374560624,15.439084724799011,36.337601280879724,XPO5,Stim8hr,negative
gs_ind_0,Cyclic-Nucleotide-Mediated Signaling (GO:0019935),1/25,0.09502539508726818,0.20694419374560624,15.439084724799011,36.337601280879724,GUCY1A2,Stim8hr,negative
gs_ind_0,Metallo-Sulfur Cluster Assembly (GO:0031163),1/25,0.09502539508726818,0.20694419374560624,15.439084724799011,36.337601280879724,HSPA9,Stim8hr,negative
gs_ind_0,Regulation Of Axon Extension (GO:0030516),1/25,0.09502539508726818,0.20694419374560624,15.439084724799011,36.337601280879724,L1CAM,Stim8hr,negative
gs_ind_0,Iron-Sulfur Cluster Assembly (GO:0016226),1/25,0.09502539508726818,0.20694419374560624,15.439084724799011,36.337601280879724,HSPA9,Stim8hr,negative
gs_ind_0,Hematopoietic Progenitor Cell Differentiation (GO:0002244),1/24,0.09140027649684704,0.20694419374560624,16.097356544165056,38.51303459789599,MEOX1,Stim8hr,negative
gs_ind_0,Neuropeptide Signaling Pathway (GO:0007218),1/26,0.0986363383675839,0.21167214219028951,14.832442067736185,34.35661608712146,SSTR1,Stim8hr,negative
gs_ind_0,Chromosome Condensation (GO:0030261),1/26,0.0986363383675839,0.21167214219028951,14.832442067736185,34.35661608712146,H1-0,Stim8hr,negative
gs_ind_0,Nervous System Development (GO:0007399),3/280,0.10020039674359923,0.2134704104537549,3.2472830725462303,7.470644657704512,TRAK1;L1CAM;NRSN2,Stim8hr,negative
gs_ind_0,Positive Regulation Of Developmental Growth (GO:0048639),1/27,0.10223316064065821,0.21468963734538227,14.2715837621498,32.54633514869899,L1CAM,Stim8hr,negative
gs_ind_0,Phosphatidic Acid Biosynthetic Process (GO:0006654),1/27,0.10223316064065821,0.21468963734538227,14.2715837621498,32.54633514869899,AGPAT5,Stim8hr,negative
gs_ind_0,Organophosphate Biosynthetic Process (GO:0090407),1/28,0.10581591600564887,0.22063744188411893,13.751515151515152,30.886650233127042,AGPAT5,Stim8hr,negative
gs_ind_0,Phosphatidic Acid Metabolic Process (GO:0046473),1/29,0.10938465835875522,0.22488873816415408,13.267942583732058,29.360426257835766,AGPAT5,Stim8hr,negative
gs_ind_0,'De Novo' Post-Translational Protein Folding (GO:0051084),1/29,0.10938465835875522,0.22488873816415408,13.267942583732058,29.360426257835766,HSPA9,Stim8hr,negative
gs_ind_0,Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),1/30,0.11293944139396414,0.22742599842346203,12.817154596815614,27.952977586732363,SCARB1,Stim8hr,negative
gs_ind_0,Mitochondrial Membrane Organization (GO:0007006),1/30,0.11293944139396414,0.22742599842346203,12.817154596815614,27.952977586732363,HSPA9,Stim8hr,negative
gs_ind_0,Vesicle Cytoskeletal Trafficking (GO:0099518),1/30,0.11293944139396414,0.22742599842346203,12.817154596815614,27.952977586732363,TRAK1,Stim8hr,negative
gs_ind_0,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),2/146,0.11472965624247468,0.22945931248494936,4.409981093710983,9.548388458863695,TERT;ZNF281,Stim8hr,negative
gs_ind_0,RNA Transport (GO:0050658),1/31,0.11648031860379185,0.22983364878868995,12.39592647789369,26.65165048817687,XPO5,Stim8hr,negative
gs_ind_0,Regulation Of Cellular Senescence (GO:2000772),1/31,0.11648031860379185,0.22983364878868995,12.39592647789369,26.65165048817687,TERT,Stim8hr,negative
gs_ind_0,Nucleic Acid-Templated Transcription (GO:0097659),1/32,0.12000734328002426,0.23365668161806047,12.001443001443002,25.445487583907937,TERT,Stim8hr,negative
gs_ind_0,Regulation Of Protein Import Into Nucleus (GO:0042306),1/32,0.12000734328002426,0.23365668161806047,12.001443001443002,25.445487583907937,UBR5,Stim8hr,negative
gs_ind_0,Regulation Of Erythrocyte Differentiation (GO:0045646),1/34,0.12702004719961557,0.23785919666679603,11.283129805517865,23.281726855121967,HSPA9,Stim8hr,negative
gs_ind_0,Negative Regulation Of Transferase Activity (GO:0051348),1/34,0.12702004719961557,0.23785919666679603,11.283129805517865,23.281726855121967,EIF4A2,Stim8hr,negative
gs_ind_0,Inner Mitochondrial Membrane Organization (GO:0007007),1/34,0.12702004719961557,0.23785919666679603,11.283129805517865,23.281726855121967,HSPA9,Stim8hr,negative
gs_ind_0,Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),1/34,0.12702004719961557,0.23785919666679603,11.283129805517865,23.281726855121967,L1CAM,Stim8hr,negative
gs_ind_0,Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),1/34,0.12702004719961557,0.23785919666679603,11.283129805517865,23.281726855121967,UBR5,Stim8hr,negative
gs_ind_0,Cell Junction Organization (GO:0034330),1/33,0.12352056851445406,0.23785919666679603,11.631235431235432,24.32495618906651,L1CAM,Stim8hr,negative
gs_ind_0,Histone Deacetylation (GO:0016575),1/35,0.13050583202951652,0.23980446635423658,10.955204216073781,22.308491668173684,MBD2,Stim8hr,negative
gs_ind_0,Cholesterol Transport (GO:0030301),1/35,0.13050583202951652,0.23980446635423658,10.955204216073781,22.308491668173684,SCARB1,Stim8hr,negative
gs_ind_0,Anterograde Axonal Transport (GO:0008089),1/35,0.13050583202951652,0.23980446635423658,10.955204216073781,22.308491668173684,TRAK1,Stim8hr,negative
gs_ind_0,Organelle Transport Along Microtubule (GO:0072384),1/36,0.1339779755003674,0.2416535263626259,10.645753307725139,21.398814259597486,TRAK1,Stim8hr,negative
gs_ind_0,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",1/36,0.1339779755003674,0.2416535263626259,10.645753307725139,21.398814259597486,PNLDC1,Stim8hr,negative
gs_ind_0,Negative Regulation Of DNA Recombination (GO:0045910),1/36,0.1339779755003674,0.2416535263626259,10.645753307725139,21.398814259597486,H1-0,Stim8hr,negative
gs_ind_0,Negative Regulation Of DNA Metabolic Process (GO:0051053),1/37,0.1374365299113084,0.24195413050254294,10.353258613532587,20.54700528692259,H1-0,Stim8hr,negative
gs_ind_0,Positive Regulation Of Viral Process (GO:0048524),1/37,0.1374365299113084,0.24195413050254294,10.353258613532587,20.54700528692259,KPNA2,Stim8hr,negative
gs_ind_0,Neurogenesis (GO:0022008),1/37,0.1374365299113084,0.24195413050254294,10.353258613532587,20.54700528692259,TRAK1,Stim8hr,negative
gs_ind_0,Positive Regulation Of miRNA Transcription (GO:1902895),1/37,0.1374365299113084,0.24195413050254294,10.353258613532587,20.54700528692259,TERT,Stim8hr,negative
gs_ind_0,Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),1/38,0.14088154736513334,0.24508387529792428,10.076363636363636,19.748018503612585,UBR5,Stim8hr,negative
gs_ind_0,Chromosome Organization (GO:0051276),1/38,0.14088154736513334,0.24508387529792428,10.076363636363636,19.748018503612585,H1-0,Stim8hr,negative
gs_ind_0,Negative Regulation Of Cellular Metabolic Process (GO:0031324),1/39,0.1443130797690112,0.24667468286098426,9.813852813852813,18.99736357320642,TERT,Stim8hr,negative
gs_ind_0,Erythrocyte Differentiation (GO:0030218),1/39,0.1443130797690112,0.24667468286098426,9.813852813852813,18.99736357320642,HSPA9,Stim8hr,negative
gs_ind_0,Protein Deacetylation (GO:0006476),1/39,0.1443130797690112,0.24667468286098426,9.813852813852813,18.99736357320642,MBD2,Stim8hr,negative
gs_ind_0,Actin Cytoskeleton Reorganization (GO:0031532),1/41,0.15113589608178873,0.25536754855198784,9.327721661054994,17.625437799384837,FARP2,Stim8hr,negative
gs_ind_0,Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),1/41,0.15113589608178873,0.25536754855198784,9.327721661054994,17.625437799384837,GNA11,Stim8hr,negative
gs_ind_0,Nuclear Export (GO:0051168),1/42,0.15452728283335962,0.25960583516004415,9.102227090178898,16.997358787801122,XPO5,Stim8hr,negative
gs_ind_0,Positive Regulation Of miRNA Metabolic Process (GO:2000630),1/43,0.1579053902217513,0.2637737768476982,8.887344028520499,16.403897194129303,TERT,Stim8hr,negative
gs_ind_0,"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",1/44,0.16127026918674064,0.26787265051356923,8.68234064785789,15.842438033968962,H1-0,Stim8hr,negative
gs_ind_0,Myeloid Cell Differentiation (GO:0030099),1/46,0.16796054464957616,0.2713208798185461,8.299367299367299,14.80628854313863,HSPA9,Stim8hr,negative
gs_ind_0,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),1/46,0.16796054464957616,0.2713208798185461,8.299367299367299,14.80628854313863,BCL2L2,Stim8hr,negative
gs_ind_0,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),1/45,0.1646219704767552,0.2713208798185461,8.48655090228124,15.310616369543816,BCL2L2,Stim8hr,negative
gs_ind_0,Regulation Of Phagocytosis (GO:0050764),1/46,0.16796054464957616,0.2713208798185461,8.299367299367299,14.80628854313863,SCARB1,Stim8hr,negative
gs_ind_0,Phospholipid Metabolic Process (GO:0006644),1/46,0.16796054464957616,0.2713208798185461,8.299367299367299,14.80628854313863,AGPAT5,Stim8hr,negative
gs_ind_0,Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),1/47,0.17128604207303907,0.27518085447799717,8.120234604105573,14.327507257973567,PIK3AP1,Stim8hr,negative
gs_ind_0,Sterol Homeostasis (GO:0055092),1/49,0.17789800719769597,0.2760013728455233,7.784129959387691,13.439649774778736,SCARB1,Stim8hr,negative
gs_ind_0,Positive Regulation Of Protein Binding (GO:0032092),1/50,0.1811845746911088,0.2760013728455233,7.626262626262626,13.027479376899436,TERT,Stim8hr,negative
gs_ind_0,Endosome To Lysosome Transport (GO:0008333),1/49,0.17789800719769597,0.2760013728455233,7.784129959387691,13.439649774778736,TRAK1,Stim8hr,negative
gs_ind_0,Regulation Of miRNA Transcription (GO:1902893),1/50,0.1811845746911088,0.2760013728455233,7.626262626262626,13.027479376899436,TERT,Stim8hr,negative
gs_ind_0,Regulation Of Translational Initiation (GO:0006446),1/50,0.1811845746911088,0.2760013728455233,7.626262626262626,13.027479376899436,EIF4A2,Stim8hr,negative
gs_ind_0,Cholesterol Homeostasis (GO:0042632),1/49,0.17789800719769597,0.2760013728455233,7.784129959387691,13.439649774778736,SCARB1,Stim8hr,negative
gs_ind_0,RNA Export From Nucleus (GO:0006405),1/48,0.17459851292573303,0.2760013728455233,7.948644338118022,13.872499922751793,XPO5,Stim8hr,negative
gs_ind_0,B Cell Differentiation (GO:0030183),1/50,0.1811845746911088,0.2760013728455233,7.626262626262626,13.027479376899436,LYL1,Stim8hr,negative
gs_ind_0,Macromolecule Biosynthetic Process (GO:0009059),1/50,0.1811845746911088,0.2760013728455233,7.626262626262626,13.027479376899436,TERT,Stim8hr,negative
gs_ind_0,Regulation Of DNA-templated Transcription (GO:0006355),9/1591,0.17549995571900318,0.2760013728455233,1.5802775081368126,2.7498669481401303,TRAK1;LYL1;ZNF492;ZNF146;REPIN1;ZNF488;MBD2;MEOX1;ZNF281,Stim8hr,negative
gs_ind_0,Phospholipid Transport (GO:0015914),1/51,0.184458265020986,0.27953984492871076,7.474647464746474,12.63463614922687,SCARB1,Stim8hr,negative
gs_ind_0,Chromatin Remodeling (GO:0006338),2/198,0.1862898152056649,0.2808677213870025,3.2293224207129927,5.426720260191467,MBD2;UBR5,Stim8hr,negative
gs_ind_0,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),1/52,0.18771912761586418,0.28157869142379627,7.328920270667844,12.259879650629223,RGS20,Stim8hr,negative
gs_ind_0,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),1/53,0.19096721171848802,0.2849967525138857,7.188744588744589,11.902070369484095,BCL2L2,Stim8hr,negative
gs_ind_0,Lipid Biosynthetic Process (GO:0008610),1/55,0.19742524049309068,0.29314656921701343,6.923825410063942,11.233181771805674,AGPAT5,Stim8hr,negative
gs_ind_0,Regulation Of Endocytosis (GO:0030100),1/56,0.2006352827277396,0.2949338656097772,6.798525798525799,10.92024446349895,SCARB1,Stim8hr,negative
gs_ind_0,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/56,0.2006352827277396,0.2949338656097772,6.798525798525799,10.92024446349895,TERT,Stim8hr,negative
gs_ind_0,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1/58,0.2070176654243476,0.30280195838188156,6.561001317523057,10.333256564566906,BCL2L2,Stim8hr,negative
gs_ind_0,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),1/59,0.21019010235255842,0.30441325168301564,6.448329448329448,10.057736128431506,UBR5,Stim8hr,negative
gs_ind_0,Telomere Organization (GO:0032200),1/59,0.21019010235255842,0.30441325168301564,6.448329448329448,10.057736128431506,TERT,Stim8hr,negative
gs_ind_0,Telomere Maintenance (GO:0000723),1/62,0.21963297045209051,0.31194247977253436,6.132298595713229,9.295322524629455,TERT,Stim8hr,negative
gs_ind_0,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),3/405,0.218040250920549,0.31194247977253436,2.2159267734553776,3.375023991142288,MBD2;ZNF281;EIF4A2,Stim8hr,negative
gs_ind_0,Myeloid Leukocyte Differentiation (GO:0002573),1/62,0.21963297045209051,0.31194247977253436,6.132298595713229,9.295322524629455,FARP2,Stim8hr,negative
gs_ind_0,Wound Healing (GO:0042060),1/62,0.21963297045209051,0.31194247977253436,6.132298595713229,9.295322524629455,SCARB1,Stim8hr,negative
gs_ind_0,Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066),1/64,0.22586665584635357,0.31925383085974973,5.938200906704844,8.834917495130826,PIK3AP1,Stim8hr,negative
gs_ind_0,Protein K48-linked Ubiquitination (GO:0070936),1/65,0.2289651722734815,0.3220849791789644,5.8456659619450315,8.617595257339342,UBR5,Stim8hr,negative
gs_ind_0,Cellular Response To Hypoxia (GO:0071456),1/66,0.23205153376466106,0.3248721472705255,5.755956511681703,8.408277118467833,TERT,Stim8hr,negative
gs_ind_0,Cellular Response To Decreased Oxygen Levels (GO:0036294),1/67,0.23512578703221643,0.32607066692203596,5.668945089997721,8.20656130763253,TERT,Stim8hr,negative
gs_ind_0,Regulation Of Endothelial Cell Migration (GO:0010594),1/67,0.23512578703221643,0.32607066692203596,5.668945089997721,8.20656130763253,SCARB1,Stim8hr,negative
gs_ind_0,Protein O-linked Glycosylation (GO:0006493),1/70,0.24427636198336325,0.32793265033383007,5.422934379768912,7.6433823208768,TRAK1,Stim8hr,negative
gs_ind_0,Cell-Matrix Adhesion (GO:0007160),1/70,0.24427636198336325,0.32793265033383007,5.422934379768912,7.6433823208768,L1CAM,Stim8hr,negative
gs_ind_0,Lipid Transport (GO:0006869),1/69,0.2412381548674323,0.32793265033383007,5.502543685025437,7.82445555972039,SCARB1,Stim8hr,negative
gs_ind_0,Axon Development (GO:0061564),1/68,0.2381879786126785,0.32793265033383007,5.584511784511784,8.012071642622015,L1CAM,Stim8hr,negative
gs_ind_0,Synapse Organization (GO:0050808),1/70,0.24427636198336325,0.32793265033383007,5.422934379768912,7.6433823208768,L1CAM,Stim8hr,negative
gs_ind_0,Modulation Of Chemical Synaptic Transmission (GO:0050804),1/70,0.24427636198336325,0.32793265033383007,5.422934379768912,7.6433823208768,BEGAIN,Stim8hr,negative
gs_ind_0,Lymphocyte Differentiation (GO:0030098),1/69,0.2412381548674323,0.32793265033383007,5.502543685025437,7.82445555972039,LYL1,Stim8hr,negative
gs_ind_0,B Cell Activation (GO:0042113),1/71,0.2473026459734986,0.3304862632554936,5.345583494519665,7.468541380003477,LYL1,Stim8hr,negative
gs_ind_0,Regulation Of Defense Response (GO:0031347),1/73,0.2533196277630483,0.3324820114390009,5.197283176593522,7.136406352184149,PIK3AP1,Stim8hr,negative
gs_ind_0,Positive Regulation Of Binding (GO:0051099),1/73,0.2533196277630483,0.3324820114390009,5.197283176593522,7.136406352184149,TERT,Stim8hr,negative
gs_ind_0,Positive Regulation Of Endothelial Cell Migration (GO:0010595),1/72,0.25031705267764987,0.3324820114390009,5.270396270396271,7.299640892281502,SCARB1,Stim8hr,negative
gs_ind_0,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),1/73,0.2533196277630483,0.3324820114390009,5.197283176593522,7.136406352184149,BCL2L2,Stim8hr,negative
gs_ind_0,Positive Regulation Of Cell Growth (GO:0030307),1/74,0.2563104167249844,0.3334303651201124,5.126159554730983,6.978579347528016,L1CAM,Stim8hr,negative
gs_ind_0,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),1/74,0.2563104167249844,0.3334303651201124,5.126159554730983,6.978579347528016,PNLDC1,Stim8hr,negative
gs_ind_0,Histone Modification (GO:0016570),1/75,0.2592894648874385,0.33581983558108774,5.05694529184462,6.8259164182652725,MBD2,Stim8hr,negative
gs_ind_0,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),1/77,0.2652125192570639,0.33940138197146563,4.923945335710042,6.535177512982456,L1CAM,Stim8hr,negative
gs_ind_0,Regulation Of Double-Strand Break Repair (GO:2000779),1/77,0.2652125192570639,0.33940138197146563,4.923945335710042,6.535177512982456,UBR5,Stim8hr,negative
gs_ind_0,DNA Metabolic Process (GO:0006259),2/252,0.2655180879368609,0.33940138197146563,2.522069263534786,3.3444462213330457,TERT;KPNA2,Stim8hr,negative
gs_ind_1,MIB Complex (GO:0140275),1/12,0.0467731316215209,0.34768707007693456,32.926218708827406,100.83477835598997,HSPA9,Stim8hr,negative
gs_ind_1,TIM23 Mitochondrial Import Inner Membrane Translocase Complex (GO:0005744),1/12,0.0467731316215209,0.34768707007693456,32.926218708827406,100.83477835598997,HSPA9,Stim8hr,negative
gs_ind_1,Axonal Growth Cone (GO:0044295),1/9,0.03528490233696198,0.34768707007693456,44.557932263814614,149.01509743116418,L1CAM,Stim8hr,negative
gs_ind_1,Acrosomal Membrane (GO:0002080),1/4,0.015835627064147005,0.34768707007693456,108.25541125541126,448.7720495598028,CCDC136,Stim8hr,negative
gs_ind_1,RISC Complex (GO:0016442),1/13,0.050572664738463204,0.34768707007693456,30.28969696969697,90.39487757061141,XPO5,Stim8hr,negative
gs_ind_1,"Transferase Complex, Transferring Phosphorus-Containing Groups (GO:0061695)",1/8,0.03142542442984471,0.34768707007693456,50.5030303030303,174.74745519977472,TERT,Stim8hr,negative
gs_ind_1,SAM Complex (GO:0001401),1/12,0.0467731316215209,0.34768707007693456,32.926218708827406,100.83477835598997,HSPA9,Stim8hr,negative
gs_ind_1,Neuron Projection (GO:0043005),5/314,0.007997145287912105,0.34768707007693456,4.763887162917857,23.003242075832812,TRAK1;TUBB3;L1CAM;NRSN2;SSTR1,Stim8hr,negative
gs_ind_0,Positive Regulation Of Translation (GO:0045727),1/80,0.27401016813453416,0.34874021398940713,4.736992567181247,6.132463507410989,RCC1L,Stim8hr,negative
