target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
ASPM,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),873,3,True,False,3
ASPRV1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),999,0,False,False,3
ASPSCR1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1019,1,True,False,3
ASRGL1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),333,5,False,False,3
ASTE1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),702,7,True,False,3
ASTL,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),759,1,False,False,3
ASXL1,True,Rest,PASS,,950,275,True,False,3
ASXL2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),646,19,True,False,2
ATAD1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),823,3,True,False,3
ATAD2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),505,1,True,False,3
ATAD2B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),517,9,True,False,3
ATAD3A,True,Stim48hr,PASS,,390,720,True,True,3
ATAD3B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),315,1,True,False,3
ATAD5,False,Rest,Off-target flagged,Off-target flagged,1342,3791,True,True,3
ATAT1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),559,4,True,False,3
ATE1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),903,1,True,False,3
ATF1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),362,7,True,False,3
ATF2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1043,4,True,False,3
ATF3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),265,10,True,False,3
ATF4,True,Rest,PASS,,242,86,True,False,3
ATF6,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),705,3,True,False,3
ATF6B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),223,7,True,False,3
ATF7,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),541,3,True,False,3
ATF7IP,True,Stim48hr,PASS,,3791,74,True,False,3
ATF7IP2,True,Stim8hr,PASS,,2412,2731,True,False,3
ATG10,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),203,3,True,False,3
ATG101,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),304,32,True,False,3
ATG12,False,Rest,Off-target flagged,Off-target flagged,627,508,True,True,3
ATG13,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),414,3,True,False,3
ATG14,True,Stim48hr,PASS,,234,267,True,False,3
ATG16L1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),458,3,True,False,3
ATG16L2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),222,4,True,False,3
ATG2A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),428,5,True,False,3
ATG2B,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),592,4,True,True,3
ATG3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),370,36,True,True,3
ATG4A,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),351,4,True,True,3
ATG4B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),882,1,True,True,3
ATG4C,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),379,5,True,False,3
ATG4D,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),436,7,True,False,3
ATG5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),284,4,True,False,3
ATG7,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),221,1,True,False,3
ATG9A,False,Stim48hr,Off-target flagged,Off-target flagged,480,80,True,True,3
ATG9B,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),310,20,False,False,3
ATIC,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),73,181,True,False,2
ATL1,False,Stim8hr,Not statistically significant,Not statistically significant,647,180,False,False,3
ATL2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),220,17,True,False,3
ATL3,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),638,6,True,True,3
ATM,True,Stim48hr,PASS,,866,143,True,False,3
ATMIN,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),681,4,True,False,3
ATN1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1360,4,True,False,3
ATOH1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),483,1,False,False,3
ATOH7,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),412,6,False,False,3
ATOH8,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),372,9,False,False,3
ATOSA,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),382,2,True,False,3
ATOSB,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),400,1,True,False,3
ATOX1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1356,12,True,False,3
ATP10A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),884,3,True,False,3
ATP10D,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1190,2,True,False,3
ATP11A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1182,1,True,False,3
ATP11B,False,Rest,Too few cells (n<200),Too few cells (n<200),29,51,True,False,2
ATP13A1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),387,3,True,True,3
ATP13A2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),600,4,True,False,3
ATP13A3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),609,37,True,False,3
ATP1A3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),682,4,False,False,3
ATP1B1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1433,3,True,False,3
ATP1B3,True,Rest,PASS,,206,329,True,False,3
ATP23,True,Stim48hr,PASS,,1061,97,True,False,3
ATP2A2,True,Rest,PASS,,268,3519,True,False,3
ATP2A3,True,Stim8hr,PASS,,315,80,True,False,3
ATP2B1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),254,43,True,False,3
ATP2B4,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),819,4,True,False,3
ATP2C1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),692,2,True,False,3
ATP5F1A,False,Stim48hr,Off-target flagged,Off-target flagged,371,1021,True,True,3
ATP5F1B,False,Rest,Too few cells (n<200),Too few cells (n<200),84,124,True,False,3
ATP5F1C,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),34,34,False,False,1
ATP5F1D,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),248,30,True,False,3
ATP5F1E,True,Stim48hr,PASS,,249,426,True,False,3
ATP5IF1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),681,1,True,False,3
ATP5MC1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),630,49,True,False,3
ATP5MC2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),688,1,True,False,3
ATP5MC3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1097,13,True,False,3
ATP5ME,True,Stim48hr,PASS,,214,733,True,True,3
ATP5MF,True,Rest,PASS,,269,96,True,False,3
ATP5MF-PTCD1,False,Stim48hr,Not statistically significant,Not statistically significant,211,114,False,False,3
ATP5MG,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),519,22,True,False,3
ATP5PD,False,Rest,Too few cells (n<200),Too few cells (n<200); Off-target flagged,81,59,True,True,3
ATP5PF,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Off-target flagged,69,531,False,True,3
ATP5PO,True,Stim48hr,PASS,,302,1157,True,False,3
ATP6AP2,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),32,354,True,False,3
ATP6V0A1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),748,5,True,False,3
ATP6V0A2,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),140,40,True,False,2
ATP6V0E1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),477,11,True,False,3
ATP6V0E2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),686,3,True,False,3
ATP6V1C2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),516,1,False,False,3
ATP6V1D,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),203,1,False,False,3
ATP6V1E1,False,Rest,Too few cells (n<200),Too few cells (n<200),112,51,True,False,3
ATP6V1E2,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1044,16,True,True,3
ATP6V1G2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),407,8,False,False,3
ATP7A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),547,11,True,False,3
ATP8A1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),964,3,True,False,3
ATP8A2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1104,2,False,False,3
ATP8B1,False,Stim8hr,Not statistically significant,Not statistically significant,404,662,False,False,3
ATP8B2,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),159,9,True,False,3
ATP8B3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),785,4,True,False,3
ATP8B4,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),444,2,True,False,3
ATP9A,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),2079,6,False,False,3
ATP9B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),278,7,True,False,3
ATPAF1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),447,6,True,False,3
ATPAF2,False,Stim48hr,Not statistically significant,Not statistically significant; Off-target flagged,595,833,False,True,3
ATPSCKMT,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,25,103,False,False,1
ATRAID,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),267,3,True,True,3
ATRN,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),806,2,True,False,3
ATRX,True,Stim8hr,PASS,,421,831,True,False,3
ATXN1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),414,4,False,False,3
ATXN10,False,Rest,Too few cells (n<200),Too few cells (n<200),90,1377,True,False,2
ATXN1L,True,Rest,PASS,,378,98,True,False,3
ATXN2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),311,1,True,False,3
ATXN2L,True,Stim8hr,PASS,,404,120,True,False,3
ATXN3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),823,6,True,False,3
ATXN7L1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),617,1,False,False,3
ATXN7L2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),734,5,True,False,3
ATXN7L3,True,Stim8hr,PASS,,1174,1942,True,False,3
ATXN7L3B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),867,4,True,False,3
AUH,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),856,3,True,False,3
AUNIP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),341,2,True,False,3
AUP1,True,Stim48hr,PASS,,665,241,True,True,3
AURKAIP1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),602,3,True,False,3
AUTS2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1362,16,True,False,3
AVEN,True,Stim8hr,PASS,,375,157,True,False,3
AVIL,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),420,1,False,False,3
AVL9,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),288,20,True,True,3
AVPI1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),320,1,False,False,3
AVPR2,False,Rest,Not statistically significant,Not statistically significant,717,327,False,False,3
AXIN1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),32,16,False,False,1
AXIN2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2145,8,True,False,3
AXL,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),743,1,False,False,3
AZGP1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),877,1,False,False,3
AZI2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),211,1,True,False,3
AZIN1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),548,8,True,False,3
AZIN2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),823,3,False,False,3
B2M,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),597,0,False,False,3
B3GALNT2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),500,5,True,False,3
B3GALT2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1086,1,True,False,3
B3GALT4,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),519,1,True,False,3
B3GALT6,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),352,2,True,True,3
B3GAT1,True,Rest,PASS,,268,195,True,False,3
B3GAT2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),497,39,False,False,3
B3GAT3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),765,1,True,False,3
